"","Candidate","Constituency","Party","State.name","Candidate.Sex","Candidate.Category","Candidate.Age","Total.Votes.Polled","Position","Total.voters","Total_Electors","TOT_CONTESTANT","POLL.PERCENTAGE","Total.Persons","Total.HinduPersons","Total.Muslim.Persons","Sex.Ratio..per.1000.","Average.Literacy","INCUMBENT_PARTY","Incumbency","Education","Total.Assets","Women","Winner","Criminal.Case","SeriousCrime"
"125","AJAY SHANKER","Mirzapur","GMS","Uttar Pradesh","M","SC",33,2441,14,733350,1405539,27,52.17571337,2496970,2292534,195765,903,"68.48%","BSP",0,"Others",0,0,0,0,0
"126","AJAY SINGH","Asansol","BSP","West Bengal","M","GEN",32,14490,4,893775,1250052,7,71.49902564,7717563,6008472,1599764,NA,NA,"CPM",0,"12th Pass",53200,0,0,0,0
"127","AJAY VASANT PAITHANKAR","Pune","IND","Maharashtra","M","GEN",49,534,31,735071,1806953,36,40.68013944,9429408,8090254,673704,915,"86.15%","INC",0,"Graduate",3036382,0,0,0,0
"128","AJEET MANI","Maharajganj","SP","Uttar Pradesh","M","GEN",41,106602,4,839577,1509167,15,55.63181543,2684703,2196884,458650,943,"62.76%","BJP",0,"Doctorate",19709687,0,0,0,0
"129","AJEET SINGH YADAV","Badaun","PDFO","Uttar Pradesh","M","GEN",33,4339,7,737308,1405695,10,52.45149197,3681896,2867707,790515,871,"51.29%",NA,0,NA,NA,NA,NA,NA,NA
"130","AJEYA SINGH","Fatehpur","JM","Uttar Pradesh","M","GEN",52,7422,8,694394,1536621,18,45.18967266,2632733,2274674,350700,901,"67.43%","BSP",0,"Graduate Professional",269451168,0,0,0,0
"131","AJIM AHMED KHAN AJIJ KHAN","Parbhani","DESEP","Maharashtra","M","GEN",32,5443,12,870750,1610088,19,54.08089496,1836086,1328385,306364,947,"73.34%","SHS",0,"Graduate",60000,0,0,0,0
"132","AJIM GANI SHEKH","Bhiwandi","RKSP","Maharashtra","M","GEN",36,4304,8,584379,1483176,16,39.40051619,11060148,8716055,1355630,886,"84.53%",NA,0,"8th Pass",210000,0,0,0,0
"133","AJIT KUMAR JAIN (PATWA)","INDORE","IND","Madhya Pradesh","M","GEN",60,732,14,797049,1570094,18,50.76441283,3276697,2728225,415142,928,"80.87%","BJP",0,NA,NA,NA,NA,NA,NA
"134","AJIT PRASAD MAHATO","Purulia","JMM","West Bengal","M","GEN",56,30799,3,904851,1257799,14,71.93923671,2930115,2373120,227249,957,"64.48%","AIFB",0,NA,NA,NA,NA,NA,NA
"135","AJIT SINGH","Baghpat","RLD","Uttar Pradesh","M","GEN",70,238638,1,613847,1280602,16,47.9342528,1303048,917474,364583,861,"72.01%","RLD",1,"Post Graduate",58232462,0,1,0,0
"136","AJITRAO SHANKARRAO GHORPADE","Sangli","IND","Maharashtra","M","GEN",56,338837,2,776868,1490571,14,52.1188189,2822143,2440312,239607,966,"81.48%","INC",0,"Graduate",18806550,0,0,0,0
"137","AJUG NARAIN","Allahabad","IND","Uttar Pradesh","M","GEN",33,1493,13,550217,1267492,31,43.40989923,5954391,5102041,796756,901,"72.32%","SP",0,"Literate",125000,0,0,0,0
"138","AKANCHHA JAIN","KHAJURAHO","IND","Madhya Pradesh","F","GEN",34,1871,15,583140,1349511,15,43.21120762,1016520,974748,35214,NA,NA,"BJP",0,NA,NA,NA,NA,NA,NA
"139","AKBAL MOHAMMD","Allahabad","IND","Uttar Pradesh","M","GEN",34,2358,9,550217,1267492,31,43.40989923,5954391,5102041,796756,901,"72.32%","SP",0,"8th Pass",559000,0,0,0,0
"140","AKBAR AHMAD DUMPY","Azamgarh","BSP","Uttar Pradesh","M","GEN",57,198609,2,705002,1578854,16,44.65276713,4613913,3878626,718692,1019,"70.93%","BSP",1,NA,NA,NA,NA,NA,NA
"141","AKEEL KHAN","KHAJURAHO","IND","Madhya Pradesh","M","GEN",43,2014,14,583140,1349511,15,43.21120762,1016520,974748,35214,NA,NA,"BJP",0,NA,NA,NA,NA,NA,NA
"142","AKHIL RANJAN MONDAL","Raiganj","BSP","West Bengal","M","GEN",62,7592,7,898839,1108382,12,81.09469479,3007134,1482943,1501170,939,"59.07%","INC",0,NA,NA,NA,NA,NA,NA
"143","AKHILENDRA KUMAR PATHAK","Gonda","IND","Uttar Pradesh","M","GEN",34,3383,13,606079,1341455,25,45.18071795,3433919,2739076,678615,921,"58.71%","SP",0,NA,NA,NA,NA,NA,NA
"144","AKHILESH","Ghosi","JPS","Uttar Pradesh","M","GEN",43,14945,8,765865,1693231,16,45.23098148,4613913,3878626,718692,1019,"70.93%","SP",0,"12th Pass",231000,0,0,0,0
"145","AKHILESH YADAV","Firozabad","SP","Uttar Pradesh","M","GEN",35,287011,1,684904,1422243,16,48.15660896,2498156,2140745,314812,875,"71.92%","SP",1,"Graduate Professional",44409557,0,1,0,0
"146","AKHILESH YADAV","Kannauj","SP","Uttar Pradesh","M","GEN",35,337751,1,741957,1504276,16,49.32319601,1656616,1375788,273967,879,"72.70%","SP",1,"Graduate Professional",48582202,0,1,0,0
"147","AKHTAR","Aligarh","MUL","Uttar Pradesh","M","GEN",46,1042,15,692645,1345351,23,51.48433383,3673889,2904140,729283,882,"67.52%","INC",0,"12th Pass",1522000,0,0,0,0
"148","AKSHAYBAR LAL","Bahraich","BJP","Uttar Pradesh","M","SC",63,71492,4,512701,1246823,13,41.1205921,3487731,2291892,1169330,892,"49.36%","SP",0,"10th Pass",10417400,0,0,0,0
"149","ALAGAAPURAM R MOHANRAJ","Salem","DMDK","Tamil Nadu","M","GEN",55,120325,3,895858,1171839,23,76.44889784,3482056,3326357,95487,954,"72.86%","INC",0,"12th Pass",55484058,0,0,0,0
"150","ALAGAPPAN   ARU.","Sivaganga","IND","Tamil Nadu","M","GEN",71,1028,18,775416,1092438,20,70.98032108,1339101,1186078,74310,1003,"79.85%","INC",0,NA,NA,NA,NA,NA,NA
"151","ALAGAPPAN  PL","Sivaganga","IND","Tamil Nadu","M","GEN",46,716,20,775416,1092438,20,70.98032108,1339101,1186078,74310,1003,"79.85%","INC",0,NA,NA,NA,NA,NA,NA
"152","ALAGIRI M.K","Madurai","DMK","Tamil Nadu","M","GEN",58,431295,1,792122,1022421,12,77.47513011,3038252,2760502,168881,990,"83.45%","CPM",0,"Graduate",193978895,0,1,0,0
"153","ALAGIRI S","Cuddalore","INC","Tamil Nadu","M","GEN",56,320473,1,749994,986030,11,76.06198594,2605914,2391675,123749,987,"78.04%","DMK",0,"Graduate",11866846,0,1,0,0
"154","ALAM MEHDI","Murshidabad","IND","West Bengal","M","GEN",43,5897,8,1051791,1192899,11,88.1710019,7103807,2359061,4707573,958,"66.59%","INC",0,"Not Given",0,0,0,0,0
"155","ALANKRITA ABHIJIT AWADE-BICHUKALE","Satara","IND","Maharashtra","F","SC",29,12662,4,816976,1546146,5,52.83951192,3003741,2691952,146970,988,"82.87%","NCP",0,NA,NA,NA,NA,NA,NA
"156","ALOK JOSHI","GWALIOR","IND","Madhya Pradesh","M","GEN",36,1022,14,584549,1420728,23,41.14432882,2032036,1835299,141735,864,"76.65%","INC",0,NA,NA,NA,NA,NA,NA
"157","ALOK KUMAR SINGH","Rae bareli","IND","Uttar Pradesh","M","GEN",32,1466,15,666661,1379507,16,48.32603242,3405559,2975998,413243,943,"67.25%","INC",0,"Post Graduate",188315,0,0,0,0
"158","ALOK PATHAK","Hooghly","IND","West Bengal","M","GEN",42,6908,8,1162772,1405684,9,82.71930249,5519145,4574569,870204,961,"81.80%","CPM",0,"Graduate",4720414,0,0,0,0
"159","ALOK SINGH CHOTELAL","Kalyan","IND","Maharashtra","M","GEN",34,1094,15,544997,1588507,20,34.30875659,11060148,8716055,1355630,886,"84.53%",NA,0,"10th Pass",145750,0,0,0,0
"160","ALPANA GAUTAM","Aligarh","BSK","Uttar Pradesh","F","GEN",45,496,20,692645,1345351,23,51.48433383,3673889,2904140,729283,882,"67.52%","INC",0,"Post Graduate",6808000,1,0,2,1
"161","ALTAF AHMAD EAKBAL AHMAD","Nanded","BBM","Maharashtra","M","GEN",43,10629,5,774686,1439015,22,53.83446316,3361292,2501741,471951,943,"75.45%","BJP",0,"Graduate",652154,0,0,0,0
"162","AMALESH MISHRA","Kanthi","BJP","West Bengal","M","GEN",70,31952,3,1124621,1249775,4,89.98587746,5095875,4343972,743436,938,"87.02%",NA,0,"Graduate Professional",1577672,0,0,0,0
"163","AMALRAJ.M","Karur","IND","Tamil Nadu","M","GEN",33,398,35,825125,1012924,38,81.45971465,1064493,993666,53292,1015,"75.60%","DMK",0,"Not Given",120400,0,0,0,0
"164","AMAN","Gorakhpur","ASP","Uttar Pradesh","M","SC",35,3007,8,750975,1696474,26,44.26681458,4440895,4009037,403847,950,"70.83%","BJP",0,NA,NA,NA,NA,NA,NA
"165","AMAR NATH JAISWAL","Faizabad","RTKP","Uttar Pradesh","M","GEN",44,1295,21,749172,1500160,23,49.93947312,2470996,2094271,365806,962,"68.73%","BSP",0,"Graduate",3286769,0,0,0,0
"166","AMAR SINGH","BHOPAL","IND","Madhya Pradesh","M","GEN",72,1214,13,658855,1461714,23,45.07413899,2371061,1755861,525434,918,"80.37%","BJP",0,NA,NA,NA,NA,NA,NA
"167","AMAR SINGH CHAUHAN","Akbarpur","JPS","Uttar Pradesh","M","GEN",51,5468,7,637493,1461050,17,43.63252455,2470996,2094271,365806,962,"68.73%","BSP",0,NA,NA,NA,NA,NA,NA
"168","AMARDEEP BALASAHEB DESHMUKH (INGLE)","Buldhana","KM","Maharashtra","M","GEN",27,6635,7,853668,1382736,15,61.7375985,2586258,1845424,354236,934,"83.40%","SHS",0,NA,NA,NA,NA,NA,NA
"169","AMARISHBHAI RASIKLAL PATEL","Dhule","INC","Maharashtra","M","GEN",56,243841,2,670196,1575225,15,42.54604898,2050862,1825460,187901,946,"72.80%","INC",1,"8th Pass",100033610,0,0,0,0
"170","AMARNATH VERMA","Faizabad","IND","Uttar Pradesh","M","GEN",36,5644,8,749172,1500160,23,49.93947312,2470996,2094271,365806,962,"68.73%","BSP",0,"Graduate Professional",8358,0,0,1,1
"171","AMBEDKAR PRAKASH YASHWANT","Akola","BBM","Maharashtra","M","GEN",56,222678,2,739255,1480606,11,49.92921817,1813906,1107809,357253,946,"88.05%","BJP",0,NA,NA,NA,NA,NA,NA
"172","AMBICA BANERJEE","Howrah","AITC","West Bengal","M","GEN",82,477449,1,994203,1344746,15,73.93240062,4850029,3535844,1270641,939,"83.31%","CPM",0,"Graduate Professional",62926674,0,1,1,1
"173","AMBIKA PRASAD","Lucknow","IND","Uttar Pradesh","M","GEN",49,548,14,584055,1653123,41,35.33040191,4589838,3537787,985070,917,"77.29%","BJP",0,"Post Graduate",3949407,0,0,0,0
"174","AMEER","Salempur","IND","Uttar Pradesh","M","GEN",53,2896,14,636703,1621136,25,39.27511325,3100946,2730957,358539,1017,"71.13%","SP",0,"12th Pass",3115000,0,0,0,0
"175","AMEERUDDIN","Kushi Nagar","IND","Uttar Pradesh","M","GEN",31,5147,11,731275,1438263,18,50.84431707,3564544,2928462,620244,961,"65.25%",NA,0,"Graduate",0,0,0,0,0
"176","AMINA KHATUN","Maldaha Uttar","IND","West Bengal","F","GEN",29,4841,8,921885,1101096,9,83.72430742,3988845,1914352,2045151,944,"61.73%","INC",0,NA,NA,NA,NA,NA,NA
"177","AMIT KUMAR","Hamirpur","AD","Uttar Pradesh","M","GEN",28,2964,11,725511,1498840,16,48.40483307,1104285,1010014,91269,861,"68.77%","SP",0,"12th Pass",3500,0,0,0,0
"178","AMIT MOITRA","Medinipur","IND","West Bengal","M","GEN",63,4290,8,1042496,1262983,10,82.54236201,5095875,4343972,743436,938,"87.02%","CPI",0,NA,NA,NA,NA,NA,NA
"179","AMIT PANDEY","Lucknow","IND","Uttar Pradesh","M","GEN",33,484,19,584055,1653123,41,35.33040191,4589838,3537787,985070,917,"77.29%","BJP",0,"Post Graduate",780000,0,0,0,0
"180","AMITA BAJPAI","Banda","BJP","Uttar Pradesh","F","GEN",39,85587,3,619793,1386265,15,44.7095613,1799410,1637549,157612,863,"66.67%","SP",0,"Post Graduate",8592000,1,0,0,0
"181","AMITABHA SEN","Kolkata Uttar","IND","West Bengal","M","GEN",66,1120,11,877421,1366647,13,64.20246047,4496694,3440290,926414,908,"86.31%",NA,0,"Doctorate",6572032,0,0,0,0
"182","AMITAVA BHATTACHARYA","Srerampur","IND","West Bengal","M","GEN",41,3718,7,1081544,1395570,8,77.49836984,5519145,4574569,870204,961,"81.80%","CPM",0,NA,NA,NA,NA,NA,NA
"183","AMITAVA NANDY","Dum dum","CPM","West Bengal","M","GEN",66,438510,2,975825,1212220,6,80.49900183,10009781,7352769,2584684,955,"84.06%","CPM",1,NA,NA,NA,NA,NA,NA
"184","AMLAN BHADURI","Maldaha Uttar","BJP","West Bengal","M","GEN",35,61515,3,921885,1101096,9,83.72430742,3988845,1914352,2045151,944,"61.73%","INC",0,NA,NA,NA,NA,NA,NA
"185","AMOL DEVIDASRAO JADHAV","Amravati","IND","Maharashtra","M","SC",25,3495,9,732574,1423855,22,51.45004231,2888445,2055177,421410,951,"87.38%","SHS",0,"Literate",0,0,0,0,0
"186","AMRESH MISHRA","Lucknow","IND","Uttar Pradesh","M","GEN",43,3486,5,584055,1653123,41,35.33040191,4589838,3537787,985070,917,"77.29%","BJP",0,"Post Graduate",1105000,0,0,0,0
"187","AMRIT HANSDA","Jhargram","INC","West Bengal","M","ST",63,252886,2,958389,1241574,8,77.19145214,2930115,2373120,227249,957,"64.48%","CPM",0,NA,NA,NA,NA,NA,NA
"188","AMRITLAL PATHAK RAGHUVAR","CHHINDWARA","IND","Madhya Pradesh","M","GEN",70,1460,21,829449,1154249,28,71.86049111,2090922,1923920,100692,964,"71.16%","INC",0,NA,NA,NA,NA,NA,NA
"189","AMULYA RATAN MAHATO","Purulia","IND","West Bengal","M","GEN",68,2354,12,904851,1257799,14,71.93923671,2930115,2373120,227249,957,"64.48%","AIFB",0,NA,NA,NA,NA,NA,NA
"190","ANAND","Banda","UCPI","Uttar Pradesh","M","GEN",45,1713,14,619793,1386265,15,44.7095613,1799410,1637549,157612,863,"66.67%","SP",0,NA,NA,NA,NA,NA,NA
"191","ANAND JADHAV HOTALKAR","Nanded","IND","Maharashtra","M","GEN",42,2356,15,774686,1439015,22,53.83446316,3361292,2501741,471951,943,"75.45%","BJP",0,"Post Graduate",657000,0,0,0,0
"192","ANAND K","Madurai","IND","Tamil Nadu","M","GEN",35,979,9,792122,1022421,12,77.47513011,3038252,2760502,168881,990,"83.45%","CPM",0,"12th Pass",163025,0,0,0,0
"193","ANAND KUMAR","GWALIOR","IND","Madhya Pradesh","M","GEN",36,772,18,584549,1420728,23,41.14432882,2032036,1835299,141735,864,"76.65%","INC",0,NA,NA,NA,NA,NA,NA
"194","ANAND KUMAR AMBASTHA","Varanasi","IND","Uttar Pradesh","M","GEN",36,1454,13,665530,1561854,15,42.61153731,3676841,3107681,546987,913,"75.60%","INC",0,"Others",59346,0,0,0,0
"195","ANAND PRAKASH PARANJAPE","Kalyan","SHS","Maharashtra","M","GEN",36,212476,1,544997,1588507,20,34.30875659,11060148,8716055,1355630,886,"84.53%",NA,0,"Post Graduate",11998220,0,1,1,0
"196","ANAND SINGH KUSHWAH RAMAYNE","GWALIOR","IND","Madhya Pradesh","M","GEN",41,1151,13,584549,1420728,23,41.14432882,2032036,1835299,141735,864,"76.65%","INC",0,NA,NA,NA,NA,NA,NA
"197","ANANDAN M","Viluppuram","ADMK","Tamil Nadu","M","SC",58,306826,1,796642,1068171,19,74.58000638,3458873,3174941,133896,987,"71.88%",NA,0,"12th Pass",8938646,0,1,0,0
"198","ANANDAN P","Viluppuram","IND","Tamil Nadu","M","SC",28,1212,17,796642,1068171,19,74.58000638,3458873,3174941,133896,987,"71.88%",NA,0,"10th Pass",13500,0,0,0,0
"199","ANANDAN.P","Thiruvallur","BSP","Tamil Nadu","M","SC",34,10746,4,849754,1204209,14,70.56532545,3728104,3325823,143093,987,"84.03%",NA,0,NA,NA,NA,NA,NA,NA
"200","ANANDARAJ N","Tirunelveli","IND","Tamil Nadu","M","SC",36,1197,17,701132,1059687,21,66.16406543,3077233,2425630,303368,1023,"82.50%","INC",0,"Literate",25000,0,0,0,0
"201","ANANDARAJ.G","Chennai North","IND","Tamil Nadu","M","GEN",37,313,29,659920,1016663,29,64.91039804,4646732,3751322,439270,989,"90.18%","DMK",0,"5th Pass",15000,0,0,0,0
"202","ANANDHADASS C","Kallakurichi","LJP","Tamil Nadu","M","SC",27,3414,13,854955,1106352,29,77.2769426,3458873,3174941,133896,987,"71.88%",NA,0,"10th Pass",60300,0,0,0,0
"203","ANANDHU.K","Chennai North","LJP","Tamil Nadu","M","SC",38,1442,12,659920,1016663,29,64.91039804,4646732,3751322,439270,989,"90.18%","DMK",0,"Graduate Professional",1090000,0,0,0,0
"204","ANANDKUMAR. K","Dharmapuri","IND","Tamil Nadu","M","GEN",41,4589,9,778160,1069601,21,72.7523628,1506843,1452956,38304,946,"68.54%","PMK",0,"8th Pass",420000,0,0,0,0
"205","ANANT","Ballia","IND","Uttar Pradesh","M","GEN",36,7036,5,677834,1679029,16,40.37059515,3239774,3004240,213440,937,"70.94%","SJP(R)",0,"Post Graduate",8030000,0,0,0,0
"206","ANANT GEETE","Raigad","SHS","Maharashtra","M","GEN",58,413546,1,767678,1359830,7,56.45396851,2634200,2239370,227465,959,"83.14%",NA,0,"10th Pass",8555617,0,1,1,0
"207","ANANTHA RAJA.V","Tiruchirappalli","IND","Tamil Nadu","M","GEN",43,1184,16,718714,1067193,24,67.34620636,2722290,2279413,190964,1013,"83.23%","MDMK",0,"Graduate",2728000,0,0,1,0
"208","ANAR SINGH","Hathras","SP","Uttar Pradesh","M","SC",48,115187,3,648468,1437725,10,45.10375767,3673889,2904140,729283,882,"67.52%","BJP",0,"10th Pass",60240500,0,0,0,0
"209","ANBALAGAN V","Viluppuram","IND","Tamil Nadu","M","SC",32,2368,14,796642,1068171,19,74.58000638,3458873,3174941,133896,987,"71.88%",NA,0,"10th Pass",28550,0,0,0,0
"210","ANBARASAN. D.","Krishnagiri","DMDK","Tamil Nadu","M","GEN",43,97546,3,752586,1014758,16,74.16408641,1879809,1723737,115303,958,"71.46%","DMK",0,"Post Graduate",14957001,0,0,0,0
"211","ANBURAAJ.R.K.","Kancheepuram","IND","Tamil Nadu","M","SC",43,877,16,787103,1060188,20,74.24183258,3998252,3537399,173785,986,"84.49%",NA,0,"10th Pass",108000,0,0,0,0
"212","ANDHRAPRAKASH A","Salem","PPOI","Tamil Nadu","M","GEN",56,1713,13,895858,1171839,23,76.44889784,3482056,3326357,95487,954,"72.86%","INC",0,"Graduate",8215982,0,0,0,0
"213","ANEES HUSSAIN.H","Chennai central","IND","Tamil Nadu","M","GEN",36,940,10,610808,1000705,37,61.03776837,4646732,3751322,439270,989,"90.18%","DMK",0,NA,NA,NA,NA,NA,NA
"214","ANGARSHA SALIM BABULAL","Osmanabad","IND","Maharashtra","M","GEN",62,2999,15,924717,1608852,25,57.47682198,1657576,1437623,178925,924,"78.44%","SHS",0,"Doctorate",2113000,0,0,0,0
"215","ANIL","Amroha","IND","Uttar Pradesh","M","GEN",26,1994,13,706982,1173915,20,60.22429222,4772006,2488265,2248392,NA,"","IND",1,"Graduate",140000,0,0,2,0
"216","ANIL","Ghazipur","IND","Uttar Pradesh","M","SC",32,10048,4,770448,1527723,15,50.43113182,3620268,3233790,368153,952,"71.78%","SP",0,"12th Pass",1871000,0,0,0,0
"217","ANIL","Kushi Nagar","RPI(A)","Uttar Pradesh","M","GEN",43,4378,12,731275,1438263,18,50.84431707,3564544,2928462,620244,961,"65.25%",NA,0,"Not Given",830000,0,0,0,0
"218","ANIL","Sultanpur","RPI(A)","Uttar Pradesh","M","GEN",35,5287,10,707855,1430955,16,49.46731379,3797117,3119590,650261,983,"69.27%","BSP",0,"Graduate",2418051,0,0,0,0
"219","ANIL ANNA GOTE","Dhule","LKSGM","Maharashtra","M","GEN",61,53637,4,670196,1575225,15,42.54604898,2050862,1825460,187901,946,"72.80%","INC",0,"Others",2528801,0,0,9,1
"220","ANIL BISWAS","Raiganj","IND","West Bengal","M","SC",49,3844,10,898839,1108382,12,81.09469479,3007134,1482943,1501170,939,"59.07%","INC",0,NA,NA,NA,NA,NA,NA
"221","ANIL DWIVEDI","GUNA","IND","Madhya Pradesh","M","GEN",28,896,17,649981,1202772,18,54.04025036,1241519,1172248,49203,912,"63.23%","INC",0,NA,NA,NA,NA,NA,NA
"222","ANIL KISHORE","Kheri","LD","Uttar Pradesh","M","GEN",41,2777,10,708055,1297088,12,54.58804645,4021243,3078262,807600,894,"60.56%","SP",0,NA,NA,NA,NA,NA,NA
"223","ANIL KUMAR","Gautam buddh Nagar","IND","Uttar Pradesh","M","SC",32,1358,12,739047,1522397,26,48.54495903,1648115,1394025,215500,851,"80.12%",NA,0,NA,NA,NA,NA,NA,NA
"224","ANIL KUMAR","Hamirpur","ASP","Uttar Pradesh","M","SC",30,6169,7,725511,1498840,16,48.40483307,1104285,1010014,91269,861,"68.77%","SP",0,NA,NA,NA,NA,NA,NA
"225","ANIL KUMAR ALIAS ANIL BHARGAV","Misrikh","BJP","Uttar Pradesh","M","SC",37,61618,4,607887,1464770,13,41.50050861,4483992,3555450,893725,888,"61.12%","BSP",0,"Post Graduate",6448396,0,0,1,0
"226","ANIL KUMAR JAIN","Kanpur","IND","Uttar Pradesh","M","GEN",49,563,12,512921,1390055,18,36.89933132,1796184,1612968,176327,862,"79.65%","INC",0,"Post Graduate",1776623,0,0,0,0
"227","ANIL KUMAR MAURYA","Mirzapur","BSP","Uttar Pradesh","M","GEN",37,199216,2,733350,1405539,27,52.17571337,2496970,2292534,195765,903,"68.48%","BSP",1,"Post Graduate",15852990,0,0,0,0
"228","ANIL KUMAR MAURYA","Rae bareli","AD","Uttar Pradesh","M","GEN",31,12321,4,666661,1379507,16,48.32603242,3405559,2975998,413243,943,"67.25%","INC",0,"Not Given",20000,0,0,2,1
"229","ANIL KUMAR SRIVASTAWA@AKELA","Firozabad","JPS","Uttar Pradesh","M","GEN",26,2066,11,684904,1422243,16,48.15660896,2498156,2140745,314812,875,"71.92%","SP",0,"Graduate Professional",737020,0,0,0,0
"230","ANIL KUMAR SUBHASH","Meerut","IND","Uttar Pradesh","M","GEN",48,1227,13,727711,1508788,29,48.23149442,3443689,2183255,1185643,886,"72.84%","BSP",0,"Post Graduate",1600000,0,0,2,1
"231","ANIL PITAMBAR WAGH (SIR)","Jalgaon","IND","Maharashtra","M","GEN",38,1599,12,656573,1549391,13,42.37619813,4229917,3457615,560261,925,"78.20%","BJP",0,"Post Graduate",22000,0,0,0,0
"232","ANIL SHIROLE","Pune","BJP","Maharashtra","M","GEN",59,254272,2,735071,1806953,36,40.68013944,9429408,8090254,673704,915,"86.15%","INC",0,"Not Given",0,0,0,0,0
"233","ANIL SHUKLA WARSI","Akbarpur","BSP","Uttar Pradesh","M","GEN",52,160506,2,637493,1461050,17,43.63252455,2470996,2094271,365806,962,"68.73%","BSP",1,"Graduate",14442392,0,0,2,0
"234","ANIL SINGH","BHOPAL","IND","Madhya Pradesh","M","SC",30,814,16,658855,1461714,23,45.07413899,2371061,1755861,525434,918,"80.37%","BJP",0,NA,NA,NA,NA,NA,NA
"235","ANIMESH NASKAR","Mathurapur","CPM","West Bengal","M","SC",34,435542,2,1048827,1227376,7,85.45278708,8161961,5155545,2903075,956,"77.51%","CPM",1,"Post Graduate",129543,0,0,0,0
"236","ANISUR RAHAMAN SARKAR","Murshidabad","CPM","West Bengal","M","GEN",57,460701,2,1051791,1192899,11,88.1710019,7103807,2359061,4707573,958,"66.59%","INC",0,"Post Graduate",4592372,0,0,0,0
"237","ANITA HITENDRA CHOUDHARY","MORENA","BHBP","Madhya Pradesh","F","SC",32,2377,9,710729,1339897,24,53.04355484,1965970,1875495,76159,840,"71.03%","BJP",0,NA,NA,NA,NA,NA,NA
"238","ANITA RAMKRUSHAN RUPAWATE","Mumbai North West","IND","Maharashtra","F","GEN",35,539,19,707157,1604992,21,44.05984578,3085411,1873762,773173,832,"89.21%","INC",0,"Literate",7000,1,0,0,0
"239","ANJU","Sant kabir Nagar","IND","Uttar Pradesh","F","GEN",28,8163,9,801331,1694453,24,47.29142679,1715183,1300586,404410,972,"66.72%",NA,0,NA,NA,NA,NA,NA,NA
"240","ANJU ASHOK UIKEY","BALAGHAT","IND","Madhya Pradesh","F","ST",34,2143,17,756645,1339239,18,56.49813065,1701698,1519384,38542,1021,"77.09%","BJP",0,NA,NA,NA,NA,NA,NA
"241","ANJULA NAGPAL","Amroha","IND","Uttar Pradesh","F","GEN",40,1074,17,706982,1173915,20,60.22429222,4772006,2488265,2248392,NA,"","IND",1,"Graduate",261250266,1,0,0,0
"242","ANNADURAI M","Salem","AIVP","Tamil Nadu","M","SC",42,2041,11,895858,1171839,23,76.44889784,3482056,3326357,95487,954,"72.86%","INC",0,NA,NA,NA,NA,NA,NA
"243","ANNADURAI. K","Dharmapuri","UMK","Tamil Nadu","M","GEN",40,2434,14,778160,1069601,21,72.7523628,1506843,1452956,38304,946,"68.54%","PMK",0,"Not Given",1e+05,0,0,0,0
"244","ANNADURAI. V.M","Karur","IND","Tamil Nadu","M","GEN",32,355,36,825125,1012924,38,81.45971465,1064493,993666,53292,1015,"75.60%","DMK",0,"Graduate Professional",20000,0,0,0,0
"245","ANNALAKSHMI, S.","Perambalur","IND","Tamil Nadu","F","GEN",42,742,19,832427,1049033,21,79.35184117,565223,521658,32702,1003,"74.32%","DMK",0,"5th Pass",450000,1,0,0,0
"246","ANNAMALAI K","Tirunelveli","ADMK","Tamil Nadu","M","GEN",61,253629,2,701132,1059687,21,66.16406543,3077233,2425630,303368,1023,"82.50%","INC",0,"10th Pass",104494900,0,0,1,0
"247","ANNAMALAI S C","Arakkonam","AIVP","Tamil Nadu","M","GEN",53,4305,7,855122,1098607,20,77.8369335,3936331,3397857,414760,1007,"79.17%","PMK",0,NA,NA,NA,NA,NA,NA
"248","ANNUTANDON","Unnao","INC","Uttar Pradesh","F","GEN",51,475476,1,904592,1818980,21,49.73072821,3108367,2732016,363453,907,"66.37%","BSP",0,"Graduate",421352753,1,1,1,0
"249","ANOKHI LAL","Kaiserganj","IND","Uttar Pradesh","M","SC",49,1287,22,565659,1376267,23,41.10096369,3487731,2291892,1169330,892,"49.36%","SP",0,"Literate",120500,0,0,0,0
"250","ANOOP KUMAR","Mirzapur","IND","Uttar Pradesh","M","GEN",34,9127,8,733350,1405539,27,52.17571337,2496970,2292534,195765,903,"68.48%","BSP",0,"Post Graduate",76700,0,0,0,0
"251","ANSARI MOHD. ISMAIL MOHD. IBRAHIM","Dhule","BMSM","Maharashtra","M","GEN",37,1343,13,670196,1575225,15,42.54604898,2050862,1825460,187901,946,"72.80%","INC",0,"Graduate",1162950,0,0,0,0
"252","ANSARI SHABBIR AHEMAD","Sangli","IND","Maharashtra","M","GEN",61,5221,6,776868,1490571,14,52.1188189,2822143,2440312,239607,966,"81.48%","INC",0,NA,NA,NA,NA,NA,NA
"253","ANSH DHARI","Banda","IND","Uttar Pradesh","M","GEN",29,1667,15,619793,1386265,15,44.7095613,1799410,1637549,157612,863,"66.67%","SP",0,"Others",1701000,0,0,0,0
